Learning Rate,Weight Decay,Epoch,Train Loss,Train RMSE,Val Loss,Val RMSE
0.001,1e-06,10,20.05079387716345,"tensor(4.4778, dtype=torch.float64)",31.029249779639706,tensor(5.5704)
0.001,1e-06,11,19.205823295180863,"tensor(4.3824, dtype=torch.float64)",36.008708192456155,tensor(6.0007)
0.001,1e-06,12,18.670356318757342,"tensor(4.3209, dtype=torch.float64)",19.43009247702937,tensor(4.4080)
0.001,1e-06,13,18.421296872319402,"tensor(4.2920, dtype=torch.float64)",19.657191738005608,tensor(4.4336)
0.001,1e-06,14,18.092377406197624,"tensor(4.2535, dtype=torch.float64)",18.185804094037703,tensor(4.2645)
0.001,1e-06,15,18.31557837563592,"tensor(4.2797, dtype=torch.float64)",60.362159390603345,tensor(7.7693)
0.001,1e-06,16,17.43892737337061,"tensor(4.1760, dtype=torch.float64)",65.25442580253848,tensor(8.0780)
0.001,1e-06,17,18.08189995997661,"tensor(4.2523, dtype=torch.float64)",24.41007754110521,tensor(4.9407)
0.001,1e-06,18,17.022315190289472,"tensor(4.1258, dtype=torch.float64)",26.521331341035904,tensor(5.1499)
0.001,1e-06,19,17.197376457420557,"tensor(4.1470, dtype=torch.float64)",28.927043114939043,tensor(5.3784)
0.001,1e-06,20,16.444169665671684,"tensor(4.0551, dtype=torch.float64)",27.386094531705304,tensor(5.2332)
0.001,1e-06,21,16.715842016323194,"tensor(4.0885, dtype=torch.float64)",32.424602670054284,tensor(5.6943)
0.001,1e-06,22,16.30306558351259,"tensor(4.0377, dtype=torch.float64)",15.55150608478054,tensor(3.9435)
0.001,1e-06,23,16.077041299923046,"tensor(4.0096, dtype=torch.float64)",17.039566855276785,tensor(4.1279)
0.001,1e-06,24,16.166735457085274,"tensor(4.0208, dtype=torch.float64)",17.523510144602866,tensor(4.1861)
0.001,1e-06,25,15.973082945797895,"tensor(3.9966, dtype=torch.float64)",19.610001071806877,tensor(4.4283)
0.001,1e-06,26,16.02051172127595,"tensor(4.0026, dtype=torch.float64)",21.903855516064553,tensor(4.6802)
0.001,1e-06,27,15.86115605380084,"tensor(3.9826, dtype=torch.float64)",35.18307803523156,tensor(5.9315)
0.001,1e-06,28,15.383677351152574,"tensor(3.9222, dtype=torch.float64)",22.14403156311281,tensor(4.7057)
0.001,1e-06,29,15.326132349065832,"tensor(3.9149, dtype=torch.float64)",66.64219771662066,tensor(8.1635)
0.001,1e-06,30,14.890699827348863,"tensor(3.8588, dtype=torch.float64)",32.32111184058651,tensor(5.6852)
0.001,1e-06,31,15.191072244901914,"tensor(3.8976, dtype=torch.float64)",156.9254495866837,tensor(12.5270)
0.001,1e-06,32,14.794312062134614,"tensor(3.8463, dtype=torch.float64)",25.02713728720142,tensor(5.0027)
0.001,1e-06,33,14.98051321893125,"tensor(3.8705, dtype=torch.float64)",50.1969594493989,tensor(7.0850)
